0.044747258,-1.2486239,-0.4279118
0.044747258,-1.2486239,-0.4279118
0.044747258,-1.2486239,-0.4279118
0.044747258,-1.2486239,-0.4279118
0.044747258,-1.2486239,-0.4279118
0.044747258,-1.2486239,-0.4279118
0.040172382,-1.2528405,-0.42659883
0.026990535,-1.26499,-0.42281568
-0.011751407,-1.300698,-0.41169685
-0.050493352,-1.3364059,-0.40057803
-0.076102791,-1.3600098,-0.39322819
-0.081971177,-1.3654186,-0.39154398
-0.081971177,-1.3654186,-0.39154398
-0.089776898,-1.3654186,-0.38818365
-0.10564681,-1.3654186,-0.38135172
-0.13147478,-1.3654186,-0.3702329
-0.15557571,-1.3654186,-0.35985755
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.16645015,-1.3654186,-0.35517616
-0.23375511,-1.4274528,-0.28756901
-0.30850392,-1.4963479,-0.21248457
-0.37753942,-1.5560837,-0.14192677
-0.41385999,-1.57059,-0.099536248
-0.41988698,-1.5432146,-0.083228234
-0.41988698,-1.5075065,-0.071358849
-0.41988698,-1.4717985,-0.057747597
-0.41988698,-1.4360906,-0.035509946
-0.41988698,-1.4003827,-0.013272295
-0.41988698,-1.3741605,0.0089653529
-0.41988698,-1.3656054,0.031202997
-0.41988698,-1.3654186,0.053440647
-0.4169475,-1.3654186,0.078209154
-0.4102015,-1.3654186,0.10625504
-0.39728754,-1.3654186,0.13961153
-0.38437357,-1.3654186,0.17296802
-0.36515357,-1.3479821,0.21175391
-0.33944368,-1.3126006,0.25612752
-0.31361571,-1.2768927,0.30060286
-0.29364791,-1.2735921,0.34507815
-0.27756419,-1.291771,0.38955345
-0.26467489,-1.3274107,0.43405004
-0.25458586,-1.3553076,0.48095754
-0.25092913,-1.3654186,0.53340324
-0.25092913,-1.3654186,0.58899736
-0.25092913,-1.3654186,0.64459149
-0.25092913,-1.3920567,0.70848023
-0.25092913,-1.4249319,0.7743111
-0.25092913,-1.4557508,0.83950166
-0.25092913,-1.4594703,0.89625405
-0.25092913,-1.432371,0.94340991
-0.25059782,-1.3966631,0.98817046
-0.24931488,-1.3609551,1.0337504
-0.23640088,-1.3252472,1.0893445
-0.22348688,-1.2895392,1.1449386
-0.20797646,-1.246652,1.1960617
-0.18631862,-1.1867668,1.2365991
-0.16080023,-1.1162069,1.2704886
-0.13079449,-1.0332391,1.3020466
-0.094077997,-0.93171575,1.3307157
-0.042422091,-0.78888394,1.3529533
0.0092338194,-0.64605211,1.3751909
0.060889735,-0.5317652,1.3974286
0.11254566,-0.45412181,1.4196662
0.16420158,-0.38270587,1.4419039
0.21115809,-0.2982958,1.4600953
0.25406136,-0.20267828,1.4747971
0.2928033,-0.095554419,1.4859159
0.33321765,0.0069451333,1.4955948
0.38024172,0.091168421,1.4995828
0.43189765,0.16258436,1.4995828
0.48355359,0.23400029,1.4995828
0.55153527,0.28284533,1.4855265
0.62560737,0.32327014,1.4662263
0.70214548,0.35767053,1.4431743
0.77021291,0.38035993,1.4128293
0.8263121,0.38650291,1.3721796
0.877968,0.38650291,1.3277043
0.92962391,0.38650291,1.283229
0.96880057,0.35199695,1.2387537
1.0076459,0.3165749,1.1942784
1.0445128,0.28086697,1.1530319
1.0755871,0.245159,1.1217602
1.1020794,0.20945099,1.0983785
1.1238541,0.17747881,1.0784674
1.1375928,0.1529133,1.0631689
1.1246788,0.1529133,1.0631689
1.1117649,0.1529133,1.0631689
1.1029811,0.14149307,1.0631689
1.1007342,0.11199797,1.0631689
1.1007342,0.076290048,1.0631689
1.0970828,0.060775033,1.0663128
1.0894345,0.067363067,1.0728978
1.0765205,0.10307099,1.0840167
1.0648225,0.13877891,1.0940886
1.0662969,0.17448688,1.0928191
1.0792109,0.2101949,1.0817003
1.0921249,0.24590291,1.0705814
1.1050389,0.30042645,1.0536038
1.1179528,0.3649295,1.0335187
1.1310412,0.43634544,1.0111308
1.1475873,0.50776133,0.98576601
1.1704158,0.57917719,0.95499202
1.1962438,0.65059303,0.92163558
1.2220718,0.72200888,0.88827909
1.2587109,0.82331783,0.84561445
1.2968655,0.9288174,0.8016449
1.3343411,1.0359413,0.75607913
1.3664915,1.1430652,0.70592859
1.3934514,1.2501891,0.65130908
1.4192794,1.3532978,0.59571498
1.4451073,1.446583,0.54012091
1.4709352,1.4822909,0.48452679
1.4967632,1.5179988,0.42893266
1.5193796,1.5537067,0.37610356
1.5356565,1.5894146,0.3287327
1.5486878,1.6251226,0.28415627
1.5588853,1.6608305,0.23968096
1.5653681,1.6965384,0.19520563
1.5653681,1.7322463,0.15073036
1.5653681,1.7679543,0.10625508
1.5593588,1.7870459,0.056605768
1.5468045,1.78804,0.0013211567
1.5338907,1.78804,-0.054272963
1.5209767,1.78804,-0.10029389
1.5080627,1.78804,-0.13951729
1.4951485,1.78804,-0.17287377
1.4822345,1.78804,-0.20623023
1.4693206,1.78804,-0.23958671
1.4564068,1.78804,-0.27294318
1.443493,1.78804,-0.30629966
1.4213236,1.762448,-0.33168724
